Código;Nome;Categoria;Stock;Valor Unit.;Valor Total
224;Clamoxyl LA (amoxicilina LA) - Frasco 100ml *f;Injectáveis;1.00;36,03;36,03
226;Atropina - ampola 1ml *f;Injectáveis;0.00;0;0
228;Calmivet - Frasco *f;Injectáveis;1.00;13,43;13,43
23;Heartgard Azul 5-11kg - comprimido;Canídeos - Desp.interno - Comprimido Só prev.dirofilariose;0.00;0;0
230;Catosal - Frasco *f;Injectáveis;1.00;13,32;13,32
231;Ceftriaxona - ampola *f;Injectáveis;18.00;22,32;22,32
232;Maropitant (Elmaro/Vominil) - Frasco 20/25ml *f;Injectáveis;5.00;219;219
239;Dexacortin / Cortexonavet (dexametasona) - Frasco *f;Injectáveis;0.00;0;0
24;Heartgard Azul 5-11kg - caixa *c;Canídeos - Desp.interno - Comprimido Só prev.dirofilariose;0.00;0;0
241;Duphalyte - Frasco 500ml *f;Suplemento;1.00;22,3;22,3
242;Enrocill/Enrotron (enrofloxacina) - Frasco *f;Injectáveis;1.00;22,32;22,32
243;Eutasil - Frasco 50ml *f;Injectáveis;0.00;0;0
244;Glucantime/Leishmaster - ampola 5ml;Injectáveis;0.00;0;0
245;Soro Lactato de Ringer - 1l *f;Injectáveis;48.00;126,72;126,72
247;Metronidazol - frasco de 100ml *f;Injectáveis;23.00;50,83;50,83
25;Heartgard Verde 12-22kg - comprimido;Canídeos - Desp.interno - Comprimido Só prev.dirofilariose;0.00;0;0
252;Ranitidina (Bloculcer) - Caixa 50 2ml *f;Injectáveis;0.00;0;0
253;Rimadyl / Rycarfa / Acticarp / Karprovet (Carprofeno) - 20ml *f;Injectáveis;4.00;109,12;109,12
254;Romefen 1% - Frasco 20ml *f;Injectáveis;0.00;0;0
255;Semfortan - Frasco *f;Injectáveis;11.00;149,49;149,49
256;Soro Glucosado - 1L *f;Injectáveis;1.00;4,94;4,94
257;Soro Fisiológico - 100ml;Injectáveis;1.00;1,54;1,54
258;Soro Fisiológico - 1l *f;Injectáveis;35.00;90,3;90,3
259;SteroVet - 500ml *f;Injectáveis;0.00;0;0
26;Heartgard Verde 12-22kg - caixa *c;Canídeos - Desp.interno - Comprimido Só prev.dirofilariose;0.00;0;0
260;Synulox - NÃO USAR;Injectáveis;0.00;0;0
262;Vitamina K (Kanakion) - ml *f;Suplemento;0.00;0;0
263;Metoclopramida (Vomend) - Frasco 10ml / caixa*f;Injectáveis;0.00;0;0
265;Bioquímica - CREA (Creatinine);Análises - Simples;18.00;25,2;25,2
267;cPLi - teste rápido;Análises - Simples;10.00;169,6;169,6
27;Heartgard Castanho 23-45kg - comprimido;Canídeos - Desp.interno - Comprimido Só prev.dirofilariose;0.00;0;0
273;Dirofilariose (Urano) - Teste Rápido;Análises - Simples;7.00;73,57;73,57
274;DTM - Teste fungos;Análises - Simples;9.00;32,13;32,13
275;FIV/FeLV (Urano) - Teste rápido;Análises - Simples;19.00;263,91;263,91
276;fPLi - Teste rápido;Análises - Simples;4.00;67,28;67,28
28;Heartgard Castanho 23-45kg - caixa *c;Canídeos - Desp.interno - Comprimido Só prev.dirofilariose;0.00;0;0
282;Parvovirose - teste rápido;Análises - Simples;11.00;30,91;30,91
287;T4 Total (Fujifilm);Análises - Simples;8.00;103,2;103,2
290;Bioquimica - Perfil Painel Pré-cirúrgico;Análises - Pack ;17.00;122,74;122,74
31;Milprazon/Milbeguard Duo Gatinho;Felídeos - Desp.interno - Comprimido c/ prev.dirofilariose;210.00;147;147
32;Milprazon/Milpro/Milbactor gato;Felídeos - Desp.interno - Comprimido c/ prev.dirofilariose;129.00;265,74;265,74
